",Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID\n"
"6897,6/28/2013,21:13:20,69,58,2,8,12\n"
"1145,6/6/2013,3:43:51,68,73,2,10,5\n"
"6517,6/8/2013,20:45:56,69,61,2,20,10\n"
"855,6/16/2013,20:43:51,69,77,2,3,11\n"
"5151,6/22/2013,12:33:07,65,77,2,30,4\n"
"3217,6/8/2013,2:45:56,65,55,2,14,3\n"
"6626,6/27/2013,14:43:51,68,68,2,8,16\n"
"3110,6/21/2013,15:00:01,65,72,2,30,11\n"
"3916,6/17/2013,15:13:20,69,62,2,14,20\n"
"1149,6/10/2013,7:43:51,66,70,2,1,16\n"
"6507,6/28/2013,10:45:56,67,79,2,11,3\n"
"5226,6/7/2013,15:43:51,69,80,2,13,13\n"
"1052,6/3/2013,1:45:56,69,61,2,12,10\n"
"2025,6/16/2013,0:13:19,69,74,2,22,12\n"
"6635,6/6/2013,23:43:51,66,78,2,9,2\n"
"3074,6/15/2013,3:33:07,68,60,2,11,15\n"
"4565,6/6/2013,21:43:51,70,60,2,7,18\n"
"6527,6/18/2013,6:45:56,67,57,2,2,16\n"
"1131,6/22/2013,13:13:19,65,69,2,9,10\n"
"1074,6/25/2013,23:45:56,69,69,2,27,8\n"
"818,6/9/2013,7:13:19,67,65,2,7,18\n"
"2755,6/26/2013,20:00:01,69,70,2,5,16\n"
"6954,6/25/2013,6:13:19,68,77,2,10,13\n"
"5200,6/11/2013,13:13:19,67,75,2,22,18\n"
"3195,6/16/2013,4:33:07,67,69,2,17,20\n"
"2713,6/14/2013,21:45:56,70,76,2,22,2\n"
"831,6/22/2013,20:13:19,69,77,2,15,3\n"
"6963,6/4/2013,15:13:19,67,78,2,16,3\n"
"6557,6/18/2013,12:45:56,68,76,2,9,2\n"
"5188,6/29/2013,1:13:19,68,73,2,30,15\n"
"4505,6/6/2013,9:00:01,69,80,2,11,19\n"
"2179,6/20/2013,10:45:56,66,74,2,19,4\n"
"5347,6/8/2013,16:43:51,67,70,2,7,20\n"
"2182,6/23/2013,13:45:56,69,73,2,4,6\n"
"5344,6/5/2013,13:43:51,65,63,2,27,5\n"
"3950,6/21/2013,1:00:01,68,66,2,26,20\n"
"3201,6/22/2013,10:33:07,67,74,2,22,19\n"
"3185,6/6/2013,18:13:20,66,62,2,5,13\n"
"6918,6/19/2013,18:33:07,66,55,2,28,19\n"
"2189,6/30/2013,1:00:01,69,57,2,27,19\n"
"6913,6/14/2013,13:33:07,65,56,2,20,8\n"
"777,6/28/2013,14:33:07,70,78,2,4,2\n"
"6588,6/19/2013,0:13:19,70,56,2,20,14\n"
"2732,6/3/2013,16:45:56,70,73,2,3,11\n"
"4048,6/29/2013,3:33:07,66,56,2,28,20\n"
"7056,6/7/2013,12:45:56,68,78,2,24,19\n"
"905,6/6/2013,22:33:07,68,65,2,22,7\n"
"684,6/25/2013,17:00:01,68,74,2,22,18\n"
"2769,6/10/2013,10:13:19,68,55,2,1,5\n"
"911,6/12/2013,4:00:01,67,55,2,6,11\n"
"2770,6/11/2013,11:13:19,66,60,2,3,2\n"
"6433,6/14/2013,8:43:51,65,60,2,8,4\n"
"2776,6/17/2013,17:13:19,66,74,2,23,11\n"
"6423,6/4/2013,22:13:19,69,62,2,19,18\n"
"1013,6/24/2013,10:33:07,67,76,2,13,8\n"
"3155,6/6/2013,12:43:51,66,77,2,16,12\n"
"6420,6/1/2013,19:13:19,67,65,2,13,16\n"
"6712,6/23/2013,4:13:19,67,74,2,24,9\n"
"2126,6/27/2013,5:45:56,70,71,2,7,3\n"
"3047,6/18/2013,0:13:20,68,79,2,25,8\n"
"5410,6/11/2013,7:45:56,69,57,2,2,5\n"
"1234,6/5/2013,20:00:01,69,74,2,10,7\n"
"6796,6/17/2013,16:33:07,69,60,2,18,6\n"
"1988,6/9/2013,11:33:07,69,55,2,7,6\n"
"7183,6/14/2013,0:13:20,65,63,2,28,13\n"
"924,6/25/2013,17:00:01,70,75,2,14,4\n"
"648,6/19/2013,5:33:07,66,57,2,21,5\n"
"3891,6/22/2013,14:43:51,67,76,2,12,2\n"
"690,6/1/2013,23:00:01,67,56,2,13,2\n"
"1195,6/26/2013,5:33:07,68,69,2,25,7\n"
"7117,6/8/2013,6:00:01,68,63,2,14,9\n"
"6639,6/10/2013,3:13:20,70,55,2,18,20\n"
"7064,6/15/2013,20:45:56,67,69,2,10,15\n"
"3986,6/27/2013,13:13:19,69,80,2,9,12\n"
"6492,6/13/2013,19:33:07,70,68,2,10,3\n"
"3906,6/7/2013,5:13:20,69,80,2,13,16\n"
"7077,6/28/2013,9:45:56,65,59,2,8,1\n"
"6860,6/21/2013,8:43:51,70,79,2,15,10\n"
"4537,6/8/2013,17:13:19,67,60,2,28,9\n"
"7093,6/14/2013,1:45:56,65,63,2,5,12\n"
"4536,6/7/2013,16:13:19,67,55,2,26,6\n"
"6636,6/7/2013,0:13:20,67,80,2,12,2\n"
"4534,6/5/2013,14:13:19,65,64,2,2,5\n"
"6479,6/30/2013,6:33:07,69,59,2,29,16\n"
"4108,6/29/2013,15:13:19,65,66,2,22,7\n"
"1178,6/9/2013,12:13:20,69,68,2,2,13\n"
"6472,6/23/2013,23:13:20,66,70,2,21,19\n"
"4502,6/3/2013,6:00:01,65,56,2,5,3\n"
"705,6/16/2013,14:13:19,67,69,2,17,1\n"
"1036,6/17/2013,9:45:56,69,79,2,5,13\n"
"3900,6/1/2013,23:43:51,68,59,2,24,12\n"
"2071,6/2/2013,22:43:51,66,80,2,6,4\n"
"3991,6/2/2013,18:13:19,65,58,2,7,10\n"
"6658,6/29/2013,22:13:20,70,64,2,12,19\n"
"6836,6/27/2013,8:13:19,66,65,2,12,2\n"
"4542,6/13/2013,22:13:19,69,66,2,21,7\n"
"2401,6/2/2013,21:13:20,68,57,2,9,7\n"
"1551,6/22/2013,1:33:07,66,60,2,3,5\n"
"250,6/11/2013,10:00:01,70,65,2,5,9\n"
"2605,6/26/2013,9:43:51,67,70,2,1,6\n"
"4413,6/4/2013,13:13:19,70,80,2,11,11\n"
"4913,6/24/2013,9:45:56,68,63,2,4,10\n"
"258,6/19/2013,18:00:01,68,66,2,27,2\n"
"4914,6/25/2013,10:45:56,65,64,2,29,12\n"
"260,6/21/2013,20:00:01,65,74,2,1,9\n"
"6006,6/7/2013,8:45:56,68,63,2,1,9\n"
"4671,6/22/2013,7:43:51,67,67,2,28,19\n"
"263,6/24/2013,23:00:01,69,79,2,22,2\n"
"7698,6/19/2013,16:13:19,69,60,2,20,13\n"
"7695,6/16/2013,13:13:19,70,78,2,21,19\n"
"270,6/1/2013,6:13:19,69,72,2,3,16\n"
"6008,6/9/2013,10:45:56,65,71,2,29,2\n"
"4676,6/27/2013,12:43:51,68,70,2,20,6\n"
"4670,6/21/2013,6:43:51,66,63,2,1,20\n"
"5632,6/23/2013,18:13:19,66,69,2,22,15\n"
"243,6/4/2013,3:00:01,68,69,2,6,14\n"
"4873,6/14/2013,17:45:56,69,68,2,2,8\n"
"1580,6/21/2013,6:45:56,67,58,2,17,20\n"
"212,6/3/2013,20:13:20,69,67,2,2,11\n"
"4881,6/22/2013,1:45:56,69,80,2,1,9\n"
"5655,6/16/2013,17:43:51,69,70,2,28,9\n"
"7737,6/28/2013,7:13:20,69,57,2,1,18\n"
"2835,6/16/2013,4:33:07,70,57,2,19,7\n"
"1828,6/29/2013,19:43:51,67,59,2,21,2\n"
"3411,6/22/2013,9:00:01,66,78,2,11,5\n"
"7722,6/13/2013,16:43:51,67,72,2,13,19\n"
"5977,6/8/2013,3:45:56,67,56,2,7,6\n"
"5978,6/9/2013,4:45:56,68,61,2,12,13\n"
"7721,6/12/2013,15:43:51,70,77,2,3,3\n"
"1832,6/3/2013,23:43:51,70,71,2,15,3\n"
"1835,6/6/2013,2:13:20,69,65,2,30,3\n"
"5994,6/25/2013,20:45:56,70,80,2,29,3\n"
"276,6/7/2013,12:13:19,66,69,2,15,13\n"
"4917,6/28/2013,13:45:56,69,68,2,10,5\n"
"4919,6/30/2013,15:45:56,66,66,2,7,9\n"
"6089,6/30/2013,0:13:20,65,59,2,12,16\n"
"7594,6/5/2013,3:45:56,65,63,2,29,6\n"
"7591,6/2/2013,0:45:56,66,78,2,25,5\n"
"1864,6/5/2013,7:33:07,69,71,2,9,17\n"
"2378,6/9/2013,22:43:51,67,78,2,10,4\n"
"1483,6/14/2013,5:13:19,69,55,2,27,7\n"
"4440,6/1/2013,16:43:51,66,76,2,15,2\n"
"352,6/23/2013,16:33:07,67,56,2,2,18\n"
"1480,6/11/2013,2:13:19,69,66,2,8,7\n"
"6101,6/12/2013,12:13:20,69,80,2,19,15\n"
"2623,6/14/2013,3:13:20,65,60,2,22,1\n"
"1875,6/16/2013,18:33:07,68,76,2,12,9\n"
"367,6/8/2013,7:00:01,68,69,2,17,17\n"
"7542,6/13/2013,23:43:51,67,77,2,10,1\n"
"6120,6/1/2013,7:33:07,65,72,2,24,12\n"
"4956,6/7/2013,9:13:19,68,65,2,6,13\n"
"5604,6/25/2013,14:00:01,68,78,2,1,11\n"
"6083,6/24/2013,18:43:51,69,70,2,23,10\n"
"1502,6/3/2013,0:43:51,67,64,2,27,8\n"
"1852,6/23/2013,19:13:20,69,59,2,29,5\n"
"6041,6/12/2013,0:13:19,67,68,2,7,6\n"
"3658,6/29/2013,16:00:01,70,76,2,21,15\n"
"2288,6/9/2013,4:33:07,68,71,2,5,5\n"
"7654,6/5/2013,15:45:56,70,56,2,29,10\n"
"297,6/28/2013,9:43:51,69,55,2,26,16\n"
"1524,6/25/2013,22:43:51,66,70,2,25,15\n"
"199,6/20/2013,7:13:20,65,64,2,10,14\n"
"1523,6/24/2013,21:43:51,66,55,2,4,7\n"
"307,6/8/2013,19:43:51,67,73,2,16,15\n"
"1515,6/16/2013,13:43:51,65,72,2,21,20\n"
"2394,6/25/2013,14:13:20,70,74,2,5,18\n"
"6059,6/30/2013,18:13:19,69,66,2,12,13\n"
"7641,6/22/2013,2:45:56,65,64,2,9,14\n"
"6060,6/1/2013,19:13:19,66,66,2,8,15\n"
"2822,6/3/2013,15:13:20,66,79,2,12,19\n"
"4663,6/14/2013,23:13:19,66,75,2,22,15\n"
"1464,6/25/2013,10:00:01,65,55,2,18,20\n"
"7753,6/14/2013,23:13:20,68,55,2,20,16\n"
"2925,6/16/2013,22:43:51,70,77,2,15,2\n"
"5724,6/25/2013,14:00:01,66,63,2,20,4\n"
"5811,6/22/2013,5:33:07,67,55,2,22,15\n"
"5812,6/23/2013,6:33:07,69,64,2,26,12\n"
"4774,6/5/2013,14:13:19,65,56,2,8,9\n"
"64,6/5/2013,16:43:51,65,71,2,14,9\n"
"5720,6/21/2013,10:00:01,67,73,2,22,4\n"
"2564,6/15/2013,16:00:01,70,79,2,25,5\n"
"5715,6/16/2013,5:00:01,67,61,2,2,12\n"
"4786,6/17/2013,2:43:51,65,63,2,14,4\n"
"4795,6/26/2013,11:43:51,66,63,2,6,1\n"
"4335,6/16/2013,2:45:56,69,61,2,5,19\n"
"4809,6/10/2013,1:13:20,66,67,2,8,12\n"
"7898,6/9/2013,0:00:01,69,76,2,12,8\n"
"5710,6/11/2013,0:00:01,68,66,2,20,10\n"
"5834,6/15/2013,4:00:01,69,62,2,11,6\n"
"52,6/23/2013,4:43:51,70,68,2,12,6\n"
"7894,6/5/2013,20:33:07,69,77,2,8,7\n"
"1697,6/18/2013,8:43:51,70,80,2,21,15\n"
"46,6/17/2013,22:13:19,67,73,2,4,2\n"
"5754,6/25/2013,20:13:19,66,80,2,29,8\n"
"7994,6/15/2013,0:33:07,70,60,2,9,19\n"
"3,6/4/2013,3:00:01,67,63,2,23,15\n"
"1740,6/1/2013,3:33:07,69,60,2,15,14\n"
"4357,6/8/2013,0:45:56,66,73,2,28,8\n"
"11,6/12/2013,11:00:01,69,62,2,11,7\n"
"7983,6/4/2013,13:13:20,66,66,2,24,11\n"
"7979,6/30/2013,9:13:20,70,70,2,29,10\n"
"4351,6/2/2013,18:45:56,68,59,2,13,16\n"
"4745,6/6/2013,9:00:01,65,71,2,5,13\n"
"4728,6/19/2013,16:33:07,67,63,2,1,20\n"
"1715,6/6/2013,2:13:20,68,66,2,4,9\n"
"38,6/9/2013,14:13:19,67,68,2,17,2\n"
"5796,6/7/2013,14:13:20,68,55,2,3,17\n"
"42,6/13/2013,18:13:19,67,68,2,14,1\n"
"4346,6/27/2013,13:45:56,66,75,2,1,12\n"
"2496,6/7/2013,20:43:51,69,60,2,18,16\n"
"1663,6/14/2013,22:00:01,70,79,2,17,19\n"
"3461,6/12/2013,11:43:51,65,73,2,20,2\n"
"159,6/10/2013,15:13:19,68,57,2,1,17\n"
"1608,6/19/2013,10:45:56,68,72,2,24,18\n"
"2920,6/11/2013,17:43:51,70,69,2,10,10\n"
"3435,6/16/2013,9:13:19,68,80,2,15,18\n"
"2588,6/9/2013,16:13:19,68,69,2,20,9\n"
"172,6/23/2013,4:43:51,68,63,2,10,19\n"
"3433,6/14/2013,7:13:19,67,61,2,21,8\n"
"1813,6/14/2013,4:43:51,69,62,2,14,6\n"
"7781,6/12/2013,3:00:01,67,72,2,29,18\n"
"177,6/28/2013,9:43:51,69,63,2,25,11\n"
"179,6/30/2013,11:43:51,70,67,2,27,20\n"
"4852,6/23/2013,20:33:07,66,66,2,11,11\n"
"7779,6/10/2013,1:00:01,65,73,2,25,15\n"
"5925,6/16/2013,23:13:20,66,61,2,2,3\n"
"5928,6/19/2013,2:33:07,70,59,2,25,4\n"
"7812,6/13/2013,10:13:19,70,80,2,5,15\n"
"5903,6/24/2013,1:13:20,69,56,2,4,2\n"
"1799,6/30/2013,14:13:19,65,64,2,3,13\n"
"2586,6/7/2013,14:13:19,69,73,2,23,17\n"
"4322,6/3/2013,13:45:56,68,59,2,18,12\n"
"109,6/20/2013,13:33:07,67,59,2,15,3\n"
"1655,6/6/2013,14:00:01,67,56,2,10,4\n"
"1650,6/1/2013,9:00:01,67,69,2,3,6\n"
"5857,6/8/2013,3:13:19,65,68,2,13,2\n"
"5694,6/25/2013,8:33:07,67,59,2,11,15\n"
"5860,6/11/2013,6:13:19,68,78,2,14,15\n"
"7756,6/17/2013,2:33:07,65,66,2,11,15\n"
"5862,6/13/2013,8:13:19,69,66,2,9,3\n"
"129,6/10/2013,9:00:01,67,67,2,8,17\n"
"1792,6/23/2013,7:13:19,69,71,2,20,18\n"
"4832,6/3/2013,0:33:07,65,56,2,19,19\n"
"5691,6/22/2013,5:33:07,68,66,2,11,4\n"
"2912,6/3/2013,9:43:51,66,68,2,28,16\n"
"1798,6/29/2013,13:13:19,66,77,2,7,15\n"
"7827,6/28/2013,1:43:51,65,72,2,8,7\n"
"124,6/5/2013,4:00:01,70,68,2,26,3\n"
"6128,6/9/2013,15:33:07,66,79,2,21,11\n"
"3138,6/19/2013,19:13:19,65,70,2,28,4\n"
"2645,6/6/2013,1:33:07,65,63,2,12,13\n"
"6274,6/5/2013,17:00:01,66,63,2,1,3\n"
"6160,6/11/2013,23:00:01,70,73,2,23,7\n"
"1357,6/8/2013,23:00:01,67,63,2,17,5\n"
"7341,6/22/2013,14:33:07,70,60,2,17,7\n"
"529,6/20/2013,1:45:56,70,60,2,17,15\n"
"1359,6/10/2013,1:13:19,66,72,2,21,4\n"
"5026,6/17/2013,7:33:07,66,75,2,11,2\n"
"5561,6/12/2013,19:13:20,67,56,2,13,10\n"
"7333,6/14/2013,6:33:07,69,69,2,17,5\n"
"5011,6/2/2013,16:13:20,67,69,2,19,18\n"
"2808,6/19/2013,1:13:20,70,71,2,3,4\n"
"5052,6/13/2013,9:00:01,67,60,2,18,6\n"
"5010,6/1/2013,15:13:20,66,77,2,2,1\n"
"7471,6/2/2013,0:00:01,69,66,2,30,12\n"
"2656,6/17/2013,12:33:07,66,62,2,3,9\n"
"501,6/22/2013,21:45:56,66,60,2,5,12\n"
"7433,6/24/2013,10:13:20,68,71,2,17,16\n"
"4232,6/3/2013,19:13:19,70,71,2,8,11\n"
"3316,6/17/2013,10:13:19,68,70,2,14,5\n"
"1346,6/27/2013,12:00:01,70,77,2,13,10\n"
"461,6/12/2013,5:33:07,68,66,2,15,19\n"
"4623,6/4/2013,7:00:01,68,80,2,25,16\n"
"6212,6/3/2013,3:13:20,67,75,2,28,13\n"
"3321,6/22/2013,15:13:19,69,68,2,11,12\n"
"4456,6/17/2013,8:13:20,68,55,2,11,9\n"
"3783,6/4/2013,21:45:56,67,80,2,26,8\n"
"7366,6/17/2013,15:00:01,70,57,2,29,17\n"
"3000,6/1/2013,1:13:19,68,55,2,1,13\n"
"3753,6/4/2013,15:33:07,66,60,2,12,12\n"
"2997,6/28/2013,22:00:01,70,67,2,28,6\n"
"3754,6/5/2013,16:33:07,66,68,2,13,8\n"
"517,6/8/2013,13:45:56,65,78,2,2,13\n"
"1430,6/21/2013,0:33:07,69,61,2,18,4\n"
"6170,6/21/2013,9:13:19,67,60,2,19,5\n"
"3796,6/17/2013,10:45:56,68,66,2,28,20\n"
"5560,6/11/2013,18:13:20,69,61,2,19,7\n"
"6204,6/25/2013,19:43:51,66,74,2,12,2\n"
"6271,6/2/2013,14:00:01,66,70,2,16,15\n"
"1348,6/29/2013,14:00:01,66,55,2,2,19\n"
"7450,6/11/2013,3:33:07,68,76,2,25,13\n"
"6273,6/4/2013,16:00:01,68,73,2,13,3\n"
"7451,6/12/2013,4:33:07,67,73,2,4,15\n"
"7454,6/15/2013,7:33:07,68,80,2,29,4\n"
"1896,6/7/2013,15:00:01,70,65,2,19,4\n"
"5507,6/18/2013,13:13:19,65,77,2,26,16\n"
"7424,6/15/2013,1:13:20,69,71,2,12,3\n"
"2296,6/17/2013,12:33:07,69,64,2,26,19\n"
"3712,6/23/2013,22:43:51,66,59,2,14,3\n"
"6157,6/8/2013,20:00:01,67,79,2,18,10\n"
"1382,6/3/2013,0:43:51,67,61,2,13,13\n"
"4647,6/28/2013,7:13:19,66,75,2,5,19\n"
"7399,6/20/2013,0:43:51,70,73,2,28,6\n"
"7304,6/15/2013,1:13:20,67,73,2,25,14\n"
"390,6/1/2013,6:13:19,70,56,2,18,3\n"
"4190,6/21/2013,1:00:01,65,71,2,7,14\n"
"1330,6/11/2013,20:33:07,68,75,2,21,13\n"
"7511,6/12/2013,16:13:19,66,78,2,15,6\n"
"3771,6/22/2013,9:45:56,68,59,2,9,13\n"
"6241,6/2/2013,8:33:07,66,60,2,23,1\n"
"386,6/27/2013,2:13:19,68,59,2,22,9\n"
"7529,6/30/2013,10:43:51,68,59,2,18,1\n"
"1373,6/24/2013,15:13:19,66,69,2,17,5\n"
"6138,6/19/2013,1:00:01,65,63,2,21,20\n"
"4470,6/1/2013,22:13:20,68,80,2,19,19\n"
"6137,6/18/2013,0:00:01,70,74,2,29,4\n"
"4611,6/22/2013,19:33:07,66,58,2,8,2\n"
"380,6/21/2013,20:00:01,67,75,2,22,8\n"
"2658,6/19/2013,14:33:07,66,77,2,18,8\n"
"2359,6/20/2013,3:43:51,66,74,2,9,6\n"
"5032,6/23/2013,13:33:07,65,55,2,8,13\n"
"5573,6/24/2013,7:33:07,67,74,2,1,9\n"
"7401,6/22/2013,2:43:51,65,63,2,20,16\n"
"4227,6/28/2013,14:13:19,65,72,2,19,1\n"
"1386,6/7/2013,4:43:51,68,60,2,12,6\n"
"540,6/1/2013,12:45:56,65,74,2,27,9\n"
"2792,6/3/2013,9:43:51,65,67,2,20,18\n"
"2810,6/21/2013,3:13:20,70,67,2,26,14\n"
"414,6/25/2013,6:43:51,68,68,2,7,12\n"
"2641,6/2/2013,21:13:20,66,58,2,26,6\n"
"2297,6/18/2013,13:33:07,68,56,2,7,13\n"
"5055,6/16/2013,12:00:01,65,67,2,23,3\n"
"1886,6/27/2013,5:00:01,68,60,2,19,17\n"
"1441,6/2/2013,11:33:07,66,77,2,22,2\n"
"4142,6/3/2013,1:13:20,65,55,3,6,5\n"
"5872,6/23/2013,18:13:19,70,65,3,22,15\n"
"2842,6/23/2013,11:33:07,66,63,3,8,9\n"
"1363,6/14/2013,5:13:19,65,74,3,21,2\n"
"4043,6/24/2013,22:13:20,65,65,3,16,6\n"
"4321,6/2/2013,12:45:56,68,76,3,17,12\n"
"6256,6/17/2013,23:33:07,66,64,3,9,15\n"
"5866,6/17/2013,12:13:19,68,55,3,12,20\n"
"4299,6/10/2013,14:33:07,66,64,3,23,9\n"
"4477,6/8/2013,5:33:07,65,68,3,13,11\n"
"4478,6/9/2013,6:33:07,69,76,3,22,7\n"
"1786,6/17/2013,1:13:19,68,59,3,1,12\n"
"4289,6/30/2013,4:33:07,67,57,3,2,1\n"
"5895,6/16/2013,17:43:51,65,75,3,18,10\n"
"1932,6/13/2013,3:43:51,66,58,3,4,1\n"
"2995,6/26/2013,20:00:01,69,79,3,3,19\n"
"5514,6/25/2013,20:13:19,65,58,3,7,6\n"
"5326,6/17/2013,19:13:19,69,66,3,17,18\n"
"6250,6/11/2013,17:33:07,69,70,3,21,6\n"
"1790,6/21/2013,5:13:19,70,65,3,14,6\n"
"4044,6/25/2013,23:13:20,70,69,3,19,1\n"
"1880,6/21/2013,23:33:07,66,60,3,19,3\n"
"5314,6/5/2013,7:13:19,70,57,3,23,16\n"
"2875,6/26/2013,20:00:01,70,66,3,5,1\n"
"5302,6/23/2013,19:00:01,66,80,3,21,8\n"
"1710,6/1/2013,21:43:51,70,61,3,3,18\n"
"5789,6/30/2013,7:13:20,69,79,3,11,9\n"
"1716,6/7/2013,3:13:20,70,71,3,26,14\n"
"1721,6/12/2013,8:13:20,68,73,3,3,7\n"
"3134,6/15/2013,15:13:19,67,73,3,5,16\n"
"984,6/25/2013,5:13:20,70,72,3,22,8\n"
"1941,6/22/2013,12:43:51,67,70,3,11,12\n"
"6288,6/19/2013,7:13:19,65,64,3,1,15\n"
"5775,6/16/2013,17:43:51,69,58,3,19,7\n"
"6742,6/23/2013,10:43:51,69,71,3,29,7\n"
"3016,6/17/2013,17:13:19,68,55,3,10,1\n"
"3015,6/16/2013,16:13:19,66,76,3,9,3\n"
"4352,6/3/2013,19:45:56,67,63,3,23,20\n"
"978,6/19/2013,23:43:51,70,74,3,9,12\n"
"1733,6/24/2013,20:13:20,67,78,3,1,18\n"
"4353,6/4/2013,20:45:56,68,62,3,20,10\n"
"1327,6/8/2013,17:33:07,65,74,3,17,7\n"
"4163,6/24/2013,22:13:20,65,66,3,11,15\n"
"1725,6/16/2013,12:13:20,65,76,3,17,1\n"
"5727,6/28/2013,17:00:01,70,58,3,23,16\n"
"6335,6/6/2013,6:13:20,70,76,3,16,8\n"
"6282,6/13/2013,1:13:19,70,64,3,26,20\n"
"1782,6/13/2013,21:00:01,65,73,3,8,2\n"
"4172,6/3/2013,7:33:07,70,59,3,1,6\n"
"4476,6/7/2013,4:33:07,66,75,3,24,13\n"
"5703,6/4/2013,17:33:07,69,55,3,19,13\n"
"4515,6/16/2013,19:00:01,67,58,3,1,11\n"
"1022,6/3/2013,19:33:07,66,71,3,16,12\n"
"6700,6/11/2013,16:00:01,67,71,3,20,14\n"
"6360,6/1/2013,7:33:07,68,71,3,24,10\n"
"2081,6/12/2013,8:13:20,67,79,3,23,15\n"
"5823,6/4/2013,17:33:07,67,55,3,29,6\n"
"1683,6/4/2013,18:13:19,67,55,3,29,19\n"
"5310,6/1/2013,3:13:19,70,71,3,7,14\n"
"2884,6/5/2013,5:13:19,66,77,3,4,8\n"
"2862,6/13/2013,7:00:01,70,55,3,15,18\n"
"1338,6/19/2013,4:00:01,66,79,3,9,9\n"
"2086,6/17/2013,13:13:20,69,80,3,24,5\n"
"5814,6/25/2013,8:33:07,65,59,3,14,11\n"
"5306,6/27/2013,23:00:01,67,78,3,9,20\n"
"6349,6/20/2013,20:13:20,70,56,3,14,13\n"
"1960,6/11/2013,7:13:20,65,55,3,23,10\n"
"6337,6/8/2013,8:13:20,70,79,3,24,17\n"
"6664,6/5/2013,4:33:07,69,61,3,19,12\n"
"6713,6/24/2013,5:13:19,70,74,3,29,18\n"
"1247,6/18/2013,9:13:19,69,68,3,25,12\n"
"4049,6/30/2013,4:33:07,66,60,3,14,16\n"
"1855,6/26/2013,22:13:20,67,58,3,20,6\n"
"6050,6/21/2013,9:13:19,66,76,3,21,3\n"
"5567,6/18/2013,1:33:07,67,77,3,29,1\n"
"1432,6/23/2013,2:33:07,66,61,3,8,11\n"
"1204,6/5/2013,14:33:07,70,70,3,12,8\n"
"2947,6/8/2013,20:13:20,70,65,3,22,10\n"
"6522,6/13/2013,1:45:56,69,64,3,18,7\n"
"1429,6/20/2013,23:13:20,68,62,3,1,3\n"
"1527,6/28/2013,1:13:20,68,75,3,8,2\n"
"1137,6/28/2013,19:13:19,65,75,3,4,18\n"
"1856,6/27/2013,23:13:20,69,65,3,9,10\n"
"3078,6/19/2013,7:33:07,65,70,3,4,7\n"
"2809,6/20/2013,2:13:20,65,63,3,8,6\n"
"1130,6/21/2013,12:13:19,69,80,3,16,15\n"
"5369,6/30/2013,14:13:20,67,65,3,21,14\n"
"2758,6/29/2013,23:00:01,67,59,3,9,1\n"
"6019,6/20/2013,2:00:01,68,63,3,22,16\n"
"5368,6/29/2013,13:13:20,68,68,3,5,13\n"
"5622,6/13/2013,8:13:19,68,56,3,17,12\n"
"1212,6/13/2013,22:33:07,65,71,3,9,13\n"
"5407,6/8/2013,4:45:56,70,76,3,3,9\n"
"1122,6/13/2013,4:13:19,66,72,3,25,5\n"
"2946,6/7/2013,19:13:20,65,67,3,9,1\n"
"4074,6/25/2013,5:00:01,68,67,3,12,19\n"
"1516,6/17/2013,14:43:51,66,64,3,11,3\n"
"6150,6/1/2013,13:00:01,69,68,3,28,4\n"
"2814,6/25/2013,7:13:20,69,66,3,4,13\n"
"2018,6/9/2013,17:00:01,69,75,3,21,13\n"
"6478,6/29/2013,5:33:07,68,70,3,24,1\n"
"6119,6/30/2013,6:33:07,70,69,3,15,17\n"
"6105,6/16/2013,16:13:20,68,74,3,19,19\n"
"6496,6/17/2013,23:33:07,69,59,3,4,1\n"
"4102,6/23/2013,9:13:19,66,57,3,3,19\n"
"4100,6/21/2013,7:13:19,65,57,3,29,17\n"
"1454,6/15/2013,0:00:01,67,63,3,28,5\n"
"6143,6/24/2013,6:00:01,69,61,3,7,7\n"
"6153,6/4/2013,16:00:01,67,74,3,19,14\n"
"2762,6/3/2013,3:13:19,66,74,3,18,7\n"
"4228,6/29/2013,15:13:19,65,64,3,26,15\n"
"2009,6/30/2013,8:00:01,67,80,3,14,19\n"
"5601,6/22/2013,11:00:01,66,57,3,3,9\n"
"1188,6/19/2013,22:13:20,65,66,3,22,12\n"
"5391,6/22/2013,12:33:07,68,64,3,7,6\n"
"1446,6/7/2013,16:33:07,68,76,3,29,4\n"
"6066,6/7/2013,1:43:51,67,56,3,1,13\n"
"6063,6/4/2013,22:13:19,70,65,3,23,18\n"
"4434,6/25/2013,10:43:51,68,56,3,19,2\n"
"6458,6/9/2013,9:13:20,66,74,3,15,6\n"
"2020,6/11/2013,19:00:01,65,68,3,4,14\n"
"6162,6/13/2013,1:13:19,70,59,3,5,17\n"
"4414,6/5/2013,14:13:19,70,63,3,1,9\n"
"1223,6/24/2013,9:00:01,65,77,3,30,19\n"
"4272,6/13/2013,11:13:20,68,55,3,2,13\n"
"5963,6/24/2013,13:45:56,67,80,3,19,1\n"
"1821,6/22/2013,12:43:51,70,59,3,28,13\n"
"4199,6/30/2013,10:00:01,69,60,3,19,5\n"
"5538,6/19/2013,20:43:51,68,75,3,21,20\n"
"5960,6/21/2013,10:45:56,69,64,3,12,3\n"
"3101,6/12/2013,6:00:01,69,72,3,25,10\n"
"1986,6/7/2013,9:33:07,66,58,3,1,5\n"
"3102,6/13/2013,7:00:01,68,63,3,7,3\n"
